A1 A2 A3 A4 A5 A6 A7 A8 A9 A10 A11 A12 A13 A14 A15 A16 A17 A18 A19 A20 A21 A22 A23 A24 A25 A26 A27 A28 A29 A30 A31 A32 A33 A34 A35 A36 A37 A38 A39 A40 Class
-0.72618 0.03740 0.68221 -0.11882 0.04942 -0.36785 -0.08164 0.24051 0.13011 0.68191 -0.72618 0.88957 0.51339 0.23738 0.64170 -0.08619 1.21797 0.85639 1.05742 1.00220 -0.72618 0.62750 -1.34627 0.74074 0.06115 0.86611 0.92602 -0.17458 0.14667 -1.22311 -0.72618 0.23420 -0.95681 0.50336 -0.54752 -0.87218 0.38729 -0.40690 -0.16868 -0.47996 7
-0.78519 -1.10605 -0.39286 -1.16147 -0.76011 -0.86227 -1.15030 -0.71869 -0.77655 -0.33114 -0.78519 -1.73230 -1.18507 -1.95742 -1.49007 -1.10720 -1.67207 -1.52076 -1.48575 -1.23415 -0.78519 -1.29620 -0.85085 -1.27356 -1.28241 -1.23777 -1.24705 -1.17615 -1.15608 -0.74815 -0.78519 -0.90323 -0.09416 -0.87755 -0.28209 0.09635 -0.97172 -0.46847 -0.43672 -0.31819 2
-0.13617 0.67482 0.93742 0.13315 0.36730 -0.19256 0.40775 0.69749 0.40126 0.85024 -0.13617 1.26413 1.32402 0.30935 1.07728 0.40541 1.41746 1.27185 1.39857 1.26345 -0.13617 0.85726 -1.29460 0.85412 0.18723 0.73884 1.12797 -0.01515 0.24170 -0.87685 -0.13617 0.79498 -0.30301 0.64908 -0.05310 -0.44368 0.15571 -0.10377 0.07454 -0.36672 7
-1.38012 -2.37601 -1.69125 -2.47347 -2.28594 -2.47586 -2.44367 -2.27514 -2.39922 -1.74513 -1.38012 -2.23819 -1.77894 -2.74180 -2.25874 -2.19123 -2.16824 -2.05616 -2.13705 -1.77674 -1.38012 -1.56651 -1.39186 -1.50409 -1.66460 -1.69911 -1.51046 -1.49093 -1.56393 -1.21391 -1.38012 -1.89253 -1.58034 -2.05028 -1.89547 -1.77614 -1.91022 -1.79467 -1.86626 -1.60911 4
-0.96711 -1.70453 -0.69593 -1.45254 -1.04832 -0.99711 -1.68463 -1.24354 -1.02228 -0.66474 -0.96711 -1.70312 -0.76046 -1.77033 -0.93151 -0.35089 -1.62603 -1.14385 -0.97623 -0.83511 -0.96711 -1.50344 -0.62897 -1.44741 -1.25089 -1.40480 -1.52802 -1.33558 -1.33822 -0.74508 -0.96711 -1.88723 -0.99919 -1.98088 -1.39064 -0.88392 -1.87366 -1.47259 -1.40960 -1.15292 9
-0.09683 -0.46377 0.19412 -0.21440 0.14690 0.14455 -0.52109 0.00071 0.25721 0.27791 -0.09683 -0.49676 0.02642 -0.10803 0.23174 0.48734 -0.47513 -0.04308 0.09155 -0.10880 -0.09683 -0.39517 -0.20345 -0.43458 -0.36832 -0.36679 -0.53147 -0.44031 -0.40373 -0.28545 -0.09683 -0.70219 -0.29091 -0.43344 -0.13637 0.26658 -0.63654 -0.41637 -0.28781 -0.43790 9
1.01928 0.36341 0.24516 1.12367 0.43512 0.74683 1.32160 0.54818 1.04948 0.79821 1.01928 0.12101 0.58169 0.51803 0.48284 1.02306 0.28702 0.37239 0.56119 0.48833 1.01928 0.88880 0.77220 0.68405 0.72702 0.75077 0.82944 0.85151 0.84358 0.65528 1.01928 1.49860 0.94404 1.56506 1.21679 0.92400 1.12468 0.94772 0.92829 0.64919 8
-0.70652 -0.10857 0.54503 -0.12317 -0.06502 -0.16559 0.15307 0.22694 0.12587 0.66355 -0.70652 1.04037 0.78360 0.08627 0.72881 -0.08619 1.31004 1.04913 1.12831 1.07397 -0.70652 0.84825 -1.27636 0.71807 0.17147 0.94963 0.86017 -0.01924 0.22190 -1.18940 -0.70652 0.31356 -1.05973 0.32294 -0.71927 -1.07175 0.02773 -0.57267 -0.40198 -0.74526 7
-0.28367 0.24177 0.65350 0.80218 0.67670 0.79628 0.31786 0.46674 0.70630 0.57173 -0.28367 -0.20004 0.38868 0.20860 0.40597 0.74575 -0.00966 0.31243 0.45043 0.38211 -0.28367 0.09138 0.47737 0.29102 0.45516 0.51612 0.21483 0.49994 0.55452 0.40094 -0.28367 0.27653 0.68374 0.57969 0.84207 0.87117 0.57621 0.84352 0.95807 0.89184 8
-1.12444 -2.39061 -1.85075 -2.48216 -2.48938 -2.61070 -2.32882 -2.37468 -2.47124 -1.74513 -1.12444 -1.80527 -1.86209 -1.98621 -2.02814 -1.85089 -1.65673 -1.78632 -1.78260 -1.62171 -1.12444 -1.19709 -1.13959 -1.20932 -1.35727 -1.44457 -1.20754 -1.19659 -1.33426 -1.14956 -1.12444 -1.88194 -1.25042 -2.18212 -1.70811 -1.49438 -2.05039 -1.74257 -1.84640 -1.50882 4
-0.64751 0.23690 1.03950 -0.08841 0.16386 0.05915 -0.09162 0.48936 0.32923 1.15936 -0.64751 1.10360 0.61138 0.31654 0.79031 -0.18072 1.24355 1.02771 1.13717 1.07684 -0.64751 0.80320 -1.08792 0.71429 0.16359 0.62351 0.71969 -0.21138 -0.03548 -1.27826 -0.64751 0.07549 -0.93563 0.14946 -0.60477 -0.97783 0.20446 -0.38795 -0.20343 -0.45731 7
1.17662 1.67716 0.05056 1.23662 0.86319 1.11090 1.04695 0.88752 0.87577 -0.33726 1.17662 1.02577 0.25803 1.28082 0.62633 0.89701 0.45582 0.38952 0.60993 0.16967 1.17662 0.08688 0.93936 -0.09068 0.40788 0.43658 0.12264 0.47541 0.51888 1.09040 1.17662 0.69447 -0.45133 1.00299 -0.16239 -0.21475 1.20391 0.08569 0.12417 0.05388 14
-0.46068 1.12247 0.26430 0.57628 0.28253 -0.38583 1.09689 0.48936 0.27416 0.32382 -0.46068 1.64354 0.82814 0.65476 0.97479 -0.30047 2.00570 1.39606 1.35870 1.24335 -0.46068 0.67255 -1.10919 0.68028 0.17147 0.78657 0.60555 -0.19094 -0.06716 -1.36713 -0.46068 0.09666 -1.22015 0.08007 -0.94306 -1.30655 0.00945 -0.73371 -0.67498 -0.83909 7
-0.50493 0.89378 1.16392 0.80653 1.00306 0.98505 0.71237 0.93729 1.26979 1.38278 -0.50493 0.86039 0.73015 0.68354 0.71857 0.28566 0.94175 0.99773 0.99539 1.01369 -0.50493 -0.10234 0.05490 0.02648 0.21087 0.20989 -0.17588 0.05434 0.21794 0.02098 -0.50493 0.38234 0.95918 0.37152 1.07106 0.78899 0.75903 1.13244 1.12187 1.21862 6
-0.80977 -0.93088 -1.93051 -0.80523 -1.19667 -0.52067 -0.89562 -1.23902 -0.97144 -1.50946 -0.80977 -1.41126 -1.65423 -1.59762 -1.76167 -1.91392 -1.44701 -1.58501 -1.65411 -1.51549 -0.80977 -1.72869 -0.76878 -1.85178 -1.80644 -2.06102 -1.70801 -1.71168 -1.84507 -0.86153 -0.80977 -1.04607 -1.39571 -1.11348 -1.34900 -1.44155 -1.20329 -1.32576 -1.44931 -1.46352 12
0.11950 1.20518 0.45252 1.00202 0.74028 0.84122 1.15182 1.01874 1.02406 0.71864 0.11950 0.80201 0.94692 0.76990 0.87230 0.70163 0.73203 0.86923 0.91121 0.94766 0.11950 0.47883 0.25854 0.49510 0.52214 0.66328 0.49580 0.41409 0.56244 0.25386 0.11950 0.62569 0.75941 0.57969 0.90452 0.58942 0.53964 0.87667 0.80916 0.62978 10
-0.48526 -0.48810 0.44933 -0.16227 -0.01415 0.18949 -0.16154 -0.08073 0.22755 0.86248 -0.48526 0.02858 0.10659 -0.00728 0.18050 -0.06098 0.22564 0.34241 0.37954 0.45962 -0.48526 0.10040 -0.54690 0.17386 0.15965 0.37295 0.26313 0.18516 0.19815 -0.43253 -0.48526 -0.04089 0.34776 -0.07953 0.45694 0.33701 0.08867 0.36514 0.50637 0.45183 6
-0.45576 -1.52450 -1.31162 -1.69583 -1.74766 -2.01291 -1.51484 -1.60098 -1.78913 -1.24931 -0.45576 -1.09021 -1.51467 -1.12268 -1.55669 -1.55467 -1.10429 -1.42653 -1.56993 -1.51262 -0.45576 -0.55285 -0.97546 -0.65378 -0.95932 -1.04687 -0.54025 -0.72647 -0.93433 -0.98103 -0.45576 -0.95084 -0.94471 -0.94000 -1.02112 -0.83109 -0.97781 -1.02263 -1.11178 -1.08498 4
0.09492 0.53371 0.07290 0.70226 0.33339 0.68840 0.41274 0.32195 0.60038 -0.02508 0.09492 -0.19517 0.24912 0.07907 0.17537 0.46213 -0.16823 0.09398 0.12699 0.10077 0.09492 0.45630 0.49561 0.49132 0.56154 0.53999 0.61433 0.69616 0.72479 0.56641 0.09492 0.45111 0.66557 0.71848 0.74839 0.81247 0.84435 0.76773 0.78434 0.82390 8
-0.41643 -0.68759 -0.33225 -0.48809 -0.19217 0.03218 -0.56603 -0.34768 -0.24696 -0.41071 -0.41643 -0.62324 -0.30021 -0.40307 -0.12184 0.06507 -0.59790 -0.31291 -0.21860 -0.38440 -0.41643 -0.67900 -0.33719 -0.67645 -0.63624 -0.72472 -0.61489 -0.57112 -0.58984 -0.28851 -0.41643 -0.94026 -0.46041 -1.00939 -0.60477 -0.21475 -1.12407 -0.73371 -0.73951 -0.59320 3
-0.15584 -0.39565 -1.67849 -0.57498 -1.07799 -0.63304 -0.47115 -0.94040 -0.97568 -1.51558 -0.15584 -0.86645 -1.43747 -0.92119 -1.46957 -1.57358 -1.02245 -1.34944 -1.48575 -1.46956 -0.15584 -1.07545 -0.44053 -1.28112 -1.29423 -1.63150 -1.07584 -1.13936 -1.30259 -0.49075 -0.15584 -0.55406 -1.39571 -0.72488 -1.40625 -1.65874 -0.77670 -1.24051 -1.48406 -1.44087 12
-0.58851 0.29042 0.84810 0.02889 0.09181 -0.22851 0.63247 0.49389 0.23179 0.90227 -0.58851 1.22521 1.13398 -0.02167 0.94404 0.46844 1.47373 1.20760 1.45617 1.28641 -0.58851 0.56443 -1.48000 0.52533 -0.15555 0.57578 0.82505 -0.19911 0.04372 -0.95039 -0.58851 0.84260 -0.36052 0.79481 0.06660 -0.36737 0.41776 0.06674 0.38228 -0.15319 7
-0.31317 0.08606 0.20369 -0.16661 0.32492 0.20298 -0.32134 0.05953 -0.07325 -0.48723 -0.31317 -0.13194 -0.09532 -0.11522 0.10876 0.00835 -0.55186 -0.11161 -0.13885 -0.32124 -0.31317 -0.66548 -0.32503 -0.82006 -0.71898 -0.80426 -0.83000 -0.70603 -0.76011 -0.41108 -0.31317 -0.85561 -0.51187 -0.90530 -0.56313 -0.29106 -0.91077 -0.59636 -0.46650 -0.46379 3
2.06656 1.50686 0.21326 1.15408 0.71061 0.52659 1.24170 0.72464 0.68512 0.34831 2.06656 1.29331 0.93801 1.27362 0.97479 1.02936 0.82411 0.65936 0.73841 0.78689 2.06656 1.90245 0.76916 1.42855 1.05799 0.92576 1.50112 1.18673 1.16432 0.77785 2.06656 1.51977 1.00155 1.57894 1.30526 1.41120 1.15516 1.03771 1.11691 0.80125 10
-0.77043 -0.80924 -0.41839 -0.55760 -0.32780 -0.02625 -0.75080 -0.63725 -0.45880 -0.68005 -0.77043 -0.96860 -0.28239 -0.78446 -0.29608 0.20373 -0.94572 -0.55277 -0.43570 -0.46765 -0.77043 -1.17907 -0.59554 -1.23199 -1.13663 -1.23379 -1.22071 -1.11483 -1.16400 -0.67461 -0.77043 -1.24710 -0.65413 -1.28696 -0.84938 -0.56694 -1.33737 -0.96580 -0.87849 -0.74203 3
-0.94744 -1.73373 -1.26058 -1.80444 -1.68408 -1.81065 -1.78949 -1.70052 -1.79336 -1.33195 -0.94744 -2.09713 -1.55030 -2.54750 -2.14600 -1.89501 -1.99944 -2.05187 -2.12376 -1.70497 -0.94744 -1.27367 -0.93899 -1.25089 -1.28635 -1.30538 -1.29973 -1.27426 -1.35406 -1.08215 -0.94744 -1.26826 -0.82060 -1.21063 -0.94306 -0.64325 -1.24595 -1.02263 -0.99762 -0.86821 2
-0.22959 0.54831 0.84491 0.17659 0.20200 -0.21054 0.62747 0.58890 0.33771 0.84106 -0.22959 1.23007 0.98849 0.33093 0.88767 0.13440 1.43280 1.14336 1.20806 1.11991 -0.22959 0.82572 -1.41010 0.78987 0.02963 0.75077 1.05773 -0.13370 0.03580 -1.22004 -0.22959 0.66273 -0.70861 0.66990 -0.37057 -0.82522 0.35682 -0.30270 -0.14883 -0.47026 7
0.12934 0.44613 0.24197 0.38947 0.38425 0.60750 0.40775 0.38077 0.53260 0.40646 0.12934 0.48583 0.60841 0.82746 0.74419 0.91591 0.62973 0.70219 0.85804 0.80699 0.12934 0.56893 0.21295 0.57068 0.51032 0.74282 0.58799 0.52855 0.71687 0.37949 0.12934 0.13898 0.45672 0.37845 0.63909 0.75964 0.25322 0.48355 0.54608 0.44859 10
0.68985 -0.25454 -0.04833 -0.13186 -0.16674 0.18949 -0.12159 -0.17575 0.02843 -0.00060 0.68985 -0.04438 -0.04188 0.65476 0.40085 0.91591 0.17960 0.14967 0.33966 0.04335 0.68985 0.26258 -0.09707 0.48376 0.37242 0.59567 0.58799 0.28736 0.43573 0.25692 0.68985 -0.20490 -0.03363 0.23967 0.17590 0.81834 -0.00274 -0.12745 -0.01977 -0.19848 9
-0.16075 0.42180 1.56588 0.28086 1.03697 0.96707 0.36281 1.22686 1.12997 1.69802 -0.16075 0.55880 0.74203 0.42448 0.72369 0.51886 0.73203 0.89493 0.94222 0.98498 -0.16075 0.36620 0.05490 0.54422 0.65216 0.68316 0.55287 0.61032 0.74063 0.27837 -0.16075 0.31356 0.84113 0.05231 0.87850 0.59529 0.47261 0.91456 1.02756 0.98890 6
-0.20992 -0.45404 -1.57640 -0.20137 -0.64991 -0.05322 -0.33132 -0.98112 -0.72147 -1.37786 -0.20992 -0.76917 -1.19398 -0.69091 -1.04425 -1.13241 -0.87411 -1.09673 -1.11358 -1.20832 -0.20992 -1.14753 -0.38278 -1.33403 -1.26271 -1.52412 -1.16364 -1.15162 -1.23131 -0.33448 -0.20992 -0.51703 -1.22620 -0.49589 -1.15124 -1.19502 -0.69138 -1.11736 -1.12667 -1.23381 12
5.74432 3.03471 0.72687 2.36181 1.11750 0.89066 3.32909 1.72909 1.40960 0.81352 5.74432 2.72829 1.76349 1.87090 1.17464 0.51255 1.55557 1.07911 0.83146 0.71225 5.74432 3.33509 0.97280 2.86087 1.53867 1.38710 3.55128 1.74270 1.65928 1.28038 5.74432 4.10676 2.87820 3.97992 3.11120 3.55370 2.98341 2.45863 2.30322 1.88187 10
-0.25909 -0.46377 -0.75335 -0.66621 -0.61601 -0.64652 -0.47115 -0.47437 -0.70453 -0.72595 -0.25909 -0.82267 -0.74264 -0.66213 -0.60354 -0.15551 -0.80762 -0.69411 -0.57748 -0.63990 -0.25909 -0.80063 -0.78702 -0.84274 -1.02237 -1.10652 -0.72903 -0.87772 -1.02541 -0.77266 -0.25909 -0.52761 -0.27275 -0.57222 -0.31332 -0.03279 -0.65482 -0.39743 -0.35234 -0.31496 2
-0.34759 -0.31293 -1.54769 -0.36211 -0.78130 -0.31841 -0.49612 -0.98112 -0.97144 -1.69922 -0.34759 -0.89077 -1.46716 -0.94277 -1.46957 -1.67442 -1.11964 -1.44795 -1.57879 -1.62458 -0.34759 -1.39531 -0.71407 -1.60235 -1.76704 -2.12863 -1.44022 -1.66262 -1.81735 -0.82169 -0.34759 -0.87677 -1.48348 -0.94694 -1.60402 -1.84070 -0.92906 -1.46786 -1.66771 -1.53470 12
0.62593 1.77448 0.39191 1.68409 1.31246 1.03449 1.60625 1.15900 1.24437 0.30240 0.62593 1.07442 0.59950 1.07213 0.90817 0.34239 0.68088 0.85639 0.79601 0.43953 0.62593 -0.38616 0.31021 -0.26074 -0.01765 0.02297 -0.10125 -0.05194 0.05164 0.62770 0.62593 0.82144 0.42645 1.01686 0.98779 0.77725 1.39892 1.23190 1.43458 1.18626 14
-0.39184 -0.01125 1.32024 0.71095 1.14717 1.13338 0.44770 1.00969 1.17234 1.26954 -0.39184 0.17451 1.44280 0.43168 1.05678 1.65331 0.53766 0.94205 0.96881 1.32660 -0.39184 0.33917 1.99708 0.90325 1.33379 1.13257 0.39922 1.22761 1.34646 1.93613 -0.39184 0.85318 1.86420 0.80869 1.54987 1.38772 1.16734 1.72923 1.54875 1.87216 13
-1.38995 -2.23490 -1.37542 -2.18674 -1.84938 -1.89605 -2.17401 -1.89055 -1.88234 -1.31052 -1.38995 -2.29657 -1.58594 -2.54750 -2.00252 -1.65551 -2.01478 -1.90625 -1.84906 -1.53559 -1.38995 -1.48542 -0.92683 -1.26223 -1.17997 -1.10652 -1.40071 -1.26609 -1.16796 -0.90749 -1.38995 -1.59626 -0.84785 -1.54371 -0.98469 -0.68434 -1.51410 -1.02263 -0.98273 -0.87468 2
-0.40659 -0.37132 0.18455 0.05061 0.19353 0.27489 -0.01672 0.27671 0.49870 0.36667 -0.40659 -0.75457 0.04720 -0.56858 -0.10647 0.27306 -0.67462 -0.30435 -0.19644 -0.09444 -0.40659 -0.05728 0.32236 -0.02265 0.27391 0.23773 0.00850 0.23831 0.25754 0.37949 -0.40659 0.09666 0.26603 0.03843 0.22274 0.24310 0.05211 0.31777 0.30286 0.36771 8
0.39976 0.44613 0.42062 0.39816 0.39697 0.56255 0.35282 0.53913 0.56225 0.31464 0.39976 -0.37029 0.11847 -0.23756 0.01652 0.58188 -0.50071 -0.18442 -0.05466 -0.09732 0.39976 0.38422 0.50473 0.25701 0.48668 0.42068 0.38605 0.47132 0.45553 0.53577 0.39976 0.48814 0.67768 0.33682 0.63909 0.79486 0.24103 0.49776 0.54112 0.65889 8
-0.31809 -1.49044 -0.97985 -1.12672 -1.18819 -0.78136 -1.18525 -1.29331 -0.84857 -0.52702 -0.31809 -1.34802 -0.59121 -1.14427 -0.73678 0.02096 -1.11452 -0.87829 -0.57304 -0.48775 -0.31809 -0.76009 -0.52259 -0.57441 -0.55744 -0.37076 -0.67196 -0.69376 -0.50272 -0.38350 -0.31809 -1.17303 -0.73585 -1.25227 -1.01592 -0.64912 -1.33127 -1.22630 -1.20609 -1.03321 9
0.97994 1.12247 1.25324 1.01071 1.27432 1.02101 0.87217 1.43047 1.20200 1.16854 0.97994 1.49275 1.99213 1.27362 1.49236 1.91171 1.22820 1.40035 1.24350 1.69694 0.97994 1.67269 3.03351 1.87828 2.26365 1.52630 1.53624 2.37634 1.93646 2.72058 0.97994 1.41925 1.90961 1.12095 1.53426 1.44642 1.60613 1.63450 1.49911 1.86569 13
-0.95727 -1.49531 -1.01494 -1.76099 -1.40859 -1.59041 -1.81446 -1.44262 -1.61118 -1.25543 -0.95727 -1.67880 -1.29791 -2.00780 -1.53107 -1.33409 -1.79995 -1.55503 -1.57436 -1.42937 -0.95727 -1.17907 -0.87516 -1.19420 -1.16027 -1.20993 -1.27339 -1.14753 -1.23131 -1.01474 -0.95727 -1.40052 -0.82666 -1.28002 -0.81295 -0.37911 -1.17892 -0.80949 -0.70476 -0.69350 2
-0.25909 0.25636 0.43976 -0.08407 -0.17098 -0.49370 0.39776 0.30386 -0.00970 0.54418 -0.25909 1.05982 0.73609 0.11505 0.67757 0.01465 1.19751 0.94633 1.17261 0.92756 -0.25909 0.78968 -1.42529 0.67272 -0.00977 0.65532 0.96992 0.00120 0.10707 -1.08522 -0.25909 0.77382 -0.75704 0.73929 -0.37057 -0.79000 0.32635 -0.29322 -0.15876 -0.57055 7
0.68002 1.30737 0.66945 1.15842 1.04121 0.93112 1.03197 0.86038 0.79104 0.13713 0.68002 0.56853 0.55793 1.16568 0.74419 1.13650 0.54277 0.48375 0.53461 0.38211 0.68002 0.65903 0.38315 0.60469 0.57336 0.50817 0.68018 0.59396 0.65351 0.50513 0.68002 0.59395 0.41132 0.71154 0.43092 0.34288 0.83826 0.61143 0.56097 0.62654 8
1.03895 1.20518 0.48442 0.93251 1.07087 0.88617 1.04695 1.04136 0.85882 0.62988 1.03895 0.91389 0.57278 0.77709 0.73906 0.55667 0.17449 0.47947 0.44599 0.27302 1.03895 0.41576 1.17644 0.24567 0.84916 0.87804 0.28947 0.79428 0.91485 1.24974 1.03895 1.09125 0.87443 0.68378 0.92013 0.57181 0.94186 0.95719 0.93821 0.88537 14
0.20801 -0.93575 -0.33544 -0.47506 -0.62025 -0.07120 -0.47115 -0.51056 -0.04360 0.24119 0.20801 -0.71079 -0.37147 -0.28793 -0.36269 0.31087 -0.45979 -0.44141 -0.23189 -0.15473 0.20801 -0.27353 -0.06668 -0.17760 -0.16343 -0.12816 -0.12759 -0.14597 -0.03944 0.19258 0.20801 -0.54877 -0.13048 -0.30853 -0.12076 0.43093 -0.54512 -0.43058 -0.30767 -0.33437 9
-0.08208 -1.43205 -0.90009 -1.40475 -1.38316 -1.32072 -1.16028 -1.26164 -1.24259 -0.70147 -0.08208 -1.28479 -0.90893 -1.17305 -1.05449 -0.45804 -1.08895 -1.17811 -1.07370 -1.01597 -0.08208 -0.65196 -0.41621 -0.51017 -0.53380 -0.47019 -0.47001 -0.56295 -0.46313 -0.29158 -0.08208 -0.98258 -0.61175 -0.96082 -0.83376 -0.47890 -1.04485 -0.95159 -0.99265 -0.83586 9
0.58168 -0.58541 -0.23655 -0.69662 -0.42528 -0.43976 -0.55604 -0.49246 -0.57319 -0.30053 0.58168 -0.23895 0.10362 0.15103 0.46747 1.07978 -0.26030 0.05544 0.14028 -0.14899 0.58168 0.25357 0.17647 0.24189 0.36848 0.38488 0.27191 0.28736 0.28526 0.14048 0.58168 -0.36890 -0.14865 -0.13505 -0.08432 0.28419 -0.32573 -0.32164 -0.30767 -0.41525 9
-0.38201 -0.60974 -1.82523 -0.50982 -1.02289 -0.58809 -0.32633 -1.03994 -1.07312 -1.61046 -0.38201 -1.06103 -1.51467 -1.20903 -1.55669 -1.75636 -1.17079 -1.44795 -1.59208 -1.54994 -0.38201 -1.32774 -0.52563 -1.50409 -1.47547 -1.75876 -1.36998 -1.40508 -1.50849 -0.60413 -0.38201 -0.52761 -1.41689 -0.71101 -1.39064 -1.64700 -0.85593 -1.21683 -1.38478 -1.39881 12
0.00150 1.08354 -0.27164 0.67185 0.47750 0.50862 0.16306 0.29028 0.58344 -0.67698 0.00150 0.72418 0.21943 0.46046 0.27786 -0.00425 -0.01989 0.22676 0.32194 0.07493 0.00150 -0.42671 0.98192 -0.26830 0.62458 0.48033 -0.41294 0.45497 0.44365 0.91267 0.00150 -0.14670 -0.45133 -0.14893 -0.06871 -0.60216 0.48479 0.22778 0.28797 0.19947 14
-0.11158 -0.54162 -1.74548 -0.53588 -1.12885 -0.48022 -0.47115 -1.19829 -1.02652 -1.61658 -0.11158 -0.71566 -1.28306 -0.74128 -1.24410 -1.30257 -0.92526 -1.22951 -1.25093 -1.32889 -0.11158 -1.04391 -0.23689 -1.24711 -1.05389 -1.30935 -1.10218 -0.99628 -1.08480 -0.24561 -0.11158 -0.67045 -1.29885 -0.85673 -1.33860 -1.45916 -0.95953 -1.29261 -1.39471 -1.32763 12
-0.24925 1.05435 1.40318 0.42422 0.57074 0.13106 0.59751 1.02326 0.57496 1.45011 -0.24925 1.55599 0.96770 0.30215 0.99016 -0.05467 1.59137 1.31040 1.30553 1.40125 -0.24925 0.95187 -0.86908 0.79743 0.27391 0.70305 0.78554 -0.05603 0.07539 -1.17101 -0.24925 0.20775 -0.51187 0.46173 -0.17280 -0.74891 0.62496 -0.06114 0.08943 -0.13378 7
-1.03102 -0.47837 -0.12170 -0.50547 -0.00568 -0.04423 -0.73582 -0.33863 -0.39101 -0.59435 -1.03102 -1.04643 -0.78421 -1.04352 -0.70603 -0.55257 -1.16056 -0.84402 -0.79458 -0.82363 -1.03102 -1.53047 -0.73535 -1.56078 -1.45971 -1.59968 -1.56753 -1.42961 -1.48077 -0.80330 -1.03102 -1.35291 -0.55727 -1.37717 -0.75570 -0.37324 -1.30080 -0.80949 -0.66505 -0.50585 3
0.44893 1.02515 1.16392 0.85432 0.95644 0.58503 0.86218 1.26306 0.99440 1.20221 0.44893 1.81379 2.05448 1.24484 1.37962 1.37600 1.87782 1.88006 1.48719 2.07876 0.44893 2.28539 2.95753 2.22218 2.36215 1.68936 1.36942 2.59709 1.69492 2.69606 0.44893 1.98003 2.36666 1.00299 1.72162 1.08836 2.18507 2.30233 1.76715 2.34130 13
2.76966 1.61391 0.88319 1.42343 0.79114 0.52210 1.74607 1.09565 0.86306 0.62070 2.76966 1.53166 1.29136 1.15849 1.01066 0.85919 1.10032 1.11337 1.11502 1.09120 2.76966 1.68170 0.59895 1.56838 1.26681 1.29563 1.93135 1.19899 1.22767 0.58480 2.76966 1.54622 1.66443 1.28749 1.38333 1.72230 0.97842 1.08981 1.03749 1.18950 10
-1.06053 -0.82383 -1.57002 -0.66621 -0.93813 -0.50719 -1.08538 -1.26616 -1.04770 -1.69922 -1.06053 -1.35775 -1.58594 -1.41772 -1.64381 -1.76266 -1.47770 -1.58073 -1.62310 -1.58152 -1.06053 -1.85033 -0.87516 -1.91981 -1.84978 -2.09682 -1.88800 -1.81388 -1.90050 -0.96571 -1.06053 -1.24710 -1.59548 -1.18981 -1.56759 -1.68222 -1.11798 -1.40628 -1.41457 -1.34058 12
-0.52951 -0.28374 0.82896 -0.16661 0.32916 0.37377 -0.09162 0.49841 0.54107 1.12875 -0.52951 0.21343 0.36492 0.33813 0.35985 0.07138 0.51208 0.57370 0.52131 0.57732 -0.52951 0.14995 -0.00893 0.25323 0.46698 0.45249 0.24118 0.42227 0.44365 0.00259 -0.52951 -0.13083 0.73217 -0.07953 0.80043 0.81834 0.03382 0.69195 0.71981 0.67831 6
-0.31317 -1.56343 -0.74697 -1.29180 -1.18395 -0.91171 -1.38001 -1.33403 -0.98415 -0.45662 -0.31317 -1.52314 -0.74264 -1.47529 -0.98788 -0.28156 -1.35493 -1.11815 -0.84774 -0.70018 -0.31317 -0.88623 -0.61377 -0.74448 -0.78202 -0.65314 -0.84317 -0.86955 -0.68883 -0.41108 -0.31317 -1.27355 -0.75099 -1.28696 -1.00031 -0.67260 -1.34346 -1.21683 -1.17135 -0.99439 9
-0.31809 -0.85303 -0.91924 -1.12672 -1.08647 -1.22634 -1.09537 -0.94492 -1.12820 -0.96774 -0.31809 -1.27019 -1.25337 -1.43931 -1.48495 -1.39081 -1.34470 -1.43938 -1.55221 -1.41502 -0.31809 -0.92678 -0.57426 -1.05437 -1.03813 -1.20993 -0.96170 -0.94313 -1.07688 -0.64396 -0.31809 -0.78155 -0.61781 -0.60692 -0.62038 -0.45542 -0.64872 -0.65319 -0.77425 -0.79703 2
-0.25417 -1.49044 -1.34352 -1.69148 -1.79852 -2.01740 -1.35504 -1.54668 -1.77218 -1.19728 -0.25417 -0.91996 -1.42559 -0.94277 -1.41321 -1.39711 -0.97642 -1.28947 -1.42372 -1.42363 -0.25417 -0.39968 -0.85085 -0.58953 -0.84112 -0.93949 -0.51830 -0.66106 -0.91453 -1.03925 -0.25417 -0.92439 -1.11421 -1.07185 -1.25012 -1.20089 -1.09969 -1.18841 -1.36989 -1.24028 4
0.93569 1.01055 1.35533 1.18449 1.58372 1.58285 0.88215 1.78791 1.51975 1.41951 0.93569 0.95767 1.76645 1.01456 1.66146 2.13860 0.84457 1.55026 1.53149 1.62517 0.93569 0.90231 2.74477 1.22826 2.03906 1.68141 1.03578 2.07383 1.83747 2.56430 0.93569 1.25525 1.79459 0.79481 1.59671 1.29967 1.31970 1.83343 1.67284 1.84952 13
0.03100 0.68455 0.61522 0.80653 0.71485 0.83223 0.63746 0.80608 0.96898 0.62070 0.03100 -0.16112 0.31741 0.20860 0.33936 0.72684 -0.06592 0.17965 0.28206 0.26441 0.03100 0.06886 0.13088 0.05293 0.01781 -0.10032 0.14020 0.04617 -0.00776 0.01791 0.03100 0.42466 0.40829 0.55887 0.63909 0.43680 0.42995 0.49302 0.46170 0.29977 8
