A1 A2 A3 A4 A5 A6 A7 A8 A9 A10 A11 A12 A13 A14 A15 A16 A17 A18 A19 A20 Class
-0.02343 -0.61354 1.11004 1.19989 1.56593 0.70810 -1.51161 0.44760 -0.82751 -1.22609 -0.47252 1.78860 -0.34226 -0.05052 0.30802 0.43528 -0.30607 -0.26751 1.52519 -0.89494 0
1.10689 -1.03376 0.07557 0.37526 -0.04305 0.96194 -1.10097 -0.95283 0.98384 -0.03899 0.45907 0.30866 -0.56907 1.34291 -0.26311 -2.63943 -1.01341 -0.34982 -0.14967 1.07705 0
-0.00392 -2.31042 -1.81448 -0.33127 0.10462 1.22835 -1.98937 0.99522 -1.88240 -1.08520 -0.74415 0.67582 -0.17166 -1.73003 0.33592 0.10883 -0.89675 -0.11467 -1.97544 -2.14782 0
-0.17347 0.31428 0.45085 0.58729 0.44159 0.36171 0.56067 -0.62197 -0.05280 -0.01270 0.44589 -0.88793 1.18589 -0.31305 0.34787 -0.12107 0.80823 0.61495 -0.07422 -0.43530 1
0.54980 1.12737 -1.00881 0.03776 1.49343 1.12588 0.66530 -0.19184 -0.27499 1.84380 -1.66124 -3.32633 -1.01542 -0.81522 -0.51680 -1.55300 0.98321 0.03361 -1.57235 -0.16033 0
1.80257 -0.32138 0.84429 1.76216 -0.15314 -1.10383 -0.13492 0.07217 -0.01697 -0.70635 -1.25115 -0.14896 -0.90565 0.07604 -0.67619 -0.78186 -0.01375 1.63458 0.80535 0.93822 1
-2.30291 0.24491 -0.61667 -0.23062 1.29273 0.43905 2.80733 2.08842 -0.17921 -0.34099 -3.11368 -0.28198 1.51057 -1.80543 -1.13443 -1.22195 -0.78545 -0.50854 0.01822 0.41994 0
0.02972 0.36097 0.98300 0.62554 0.29794 -0.20811 -0.40802 -0.11081 -0.55255 0.39582 0.35029 -0.13964 0.75806 0.27664 0.17055 -0.10071 0.63257 0.44316 -0.11840 -0.85720 1
1.08939 0.42234 -0.85973 0.92546 -0.20549 -0.00914 0.61923 -1.40861 0.01300 0.29470 -0.51274 1.50591 -0.75290 -0.80647 -1.36620 2.09973 -0.62722 1.21262 -0.98982 0.34850 0
-0.05774 0.76118 -0.16101 -0.41246 0.87723 0.05168 0.50999 0.23558 -0.10623 0.29605 -0.13298 -0.16559 -0.76943 -0.22150 -0.76784 0.56599 -0.42676 -0.23420 0.45257 0.15575 1
-0.57379 -0.27136 0.56817 -0.18969 -0.15649 -1.00269 -0.79628 0.33822 -1.11551 0.65467 0.41490 -0.60657 0.61060 -0.52442 -0.29432 0.77224 -0.67751 -0.04804 0.50423 -0.47507 1
-0.10282 -0.13128 0.41067 0.58259 -0.21153 -0.09772 0.83377 1.69206 -0.22742 1.06318 -0.08617 -0.23609 0.35999 0.11643 -0.16150 0.25136 -0.41402 0.87231 1.21591 -0.66175 1
1.39283 0.45235 0.15140 0.95498 0.50066 -0.46526 1.10752 0.93107 -0.31213 -0.14212 -0.28989 0.32196 -0.51683 -0.14476 0.20309 -0.02254 0.19677 -0.62089 1.48781 1.06088 1
0.01088 -0.98039 -0.13573 -0.49901 -0.79082 -0.48245 0.08159 1.12959 0.09836 0.24481 0.33315 1.22655 -0.01891 0.27933 -0.44176 -0.38644 -0.08952 -0.11663 0.73126 -0.67051 1
-0.06044 -0.24268 0.31150 0.14915 0.62148 -0.34693 -1.00686 2.03710 0.77143 0.51985 0.03382 0.74233 1.18325 -0.20669 -0.07716 -0.10990 0.18068 -1.40276 0.83934 -0.13000 1
-0.20711 -0.06325 -0.23620 0.67653 1.19741 1.95418 -0.07174 -0.14525 -1.37678 1.09150 -0.06837 -0.82873 0.15236 -0.87378 0.41495 0.22837 -0.57962 0.15445 0.37780 1.16871 1
-0.87453 -0.31338 -0.87075 1.05160 -2.07961 -1.33917 -2.58821 0.95538 -1.41327 1.85054 1.43748 -2.42640 0.66086 -0.01147 -0.43312 0.07598 -0.14449 -0.77570 -0.26251 0.06005 0
-0.60945 0.02480 1.65903 1.15829 0.47314 -0.35486 1.04501 -1.04264 0.11530 0.76658 0.27183 -1.12139 -1.19065 0.35809 -2.58219 -1.22129 1.34459 -0.47262 2.37078 0.57428 0
-0.18558 -0.06858 0.88188 0.63359 0.43555 -0.09904 0.47512 1.25046 0.16873 0.10393 -0.31297 0.28139 -0.03213 -0.33257 -0.45371 -0.77595 -0.32015 -0.47588 -0.13676 -0.14348 1
0.42668 0.61711 1.24161 1.19049 -0.25718 -0.37271 2.02093 -1.66520 1.49597 1.35036 1.21397 0.83545 -0.15116 -0.07879 0.03707 -0.22814 -0.32082 0.72665 -1.29094 1.59465 0
0.11046 -0.15997 0.80605 1.28577 -0.39680 -0.51418 -0.08688 -0.15808 0.31012 0.70658 -0.31561 -0.99568 -0.03280 0.55465 -0.18740 0.90821 -1.58933 0.57249 0.37372 -0.17718 1
-1.51774 -0.72693 -0.18759 0.12969 1.30683 -0.31652 -0.86011 -0.12905 0.20913 -0.17920 0.07866 0.57072 0.04523 1.05144 -0.31159 0.00307 -0.27791 1.07022 0.06105 -0.18729 1
0.39102 -0.50748 -0.73658 -2.46965 0.77319 0.83965 1.02263 3.01147 -0.93893 0.20235 -1.36455 0.52882 0.03135 -1.96496 -1.88620 1.87575 -1.34998 0.11852 -2.33909 1.03459 0
1.31680 -2.18436 1.48921 -0.76337 -1.75473 -1.05029 0.59752 0.28757 0.06448 0.53401 -0.07958 -1.07550 0.77129 1.11808 0.90440 1.16832 1.11194 0.34649 0.68232 -0.04643 0
0.05192 0.39032 0.15270 0.04783 -0.99555 0.77156 0.51131 -0.09461 0.39156 0.79152 0.71554 0.61595 -0.01362 -0.75531 0.71512 0.97192 -0.10360 0.47125 -0.52420 -0.09226 1
-0.77294 0.71849 -0.20833 -0.71708 0.22679 -0.14068 -1.06346 -1.01090 -1.06924 0.35537 0.57775 -0.27001 0.19798 0.57956 1.12023 0.27238 0.91550 -0.11597 0.33770 0.34985 1
-1.37107 -1.16182 0.73929 0.08138 0.06301 -0.41436 -0.23429 -1.21482 -2.06093 2.47612 0.08525 0.22951 2.00651 -1.23055 0.96616 2.05507 1.27352 1.83381 0.30371 0.29122 0
-0.58590 0.01946 -2.16773 -0.08905 0.41877 0.00937 -0.39288 -1.82321 0.17915 -1.06903 -1.96979 2.05000 -0.37731 -1.98987 -0.15287 -0.66823 -0.12304 -1.59350 -0.40253 0.57563 0
-0.14319 -0.66023 0.52021 0.29139 -0.48003 -1.62937 -0.00264 -1.00212 -2.50790 0.48682 1.47110 0.55144 -0.51749 -0.12052 0.74501 -0.20252 0.23230 -0.84951 -1.69403 -0.02891 0
-0.09071 -0.07859 0.01010 0.48262 -0.25114 0.09597 0.64095 -0.09258 0.80791 1.08880 -0.92744 -0.36180 1.59521 -0.01417 0.83267 -0.08889 -0.08482 -1.43804 1.07249 0.84858 1
1.14591 -0.21866 0.90522 0.06595 0.22746 -0.01509 -0.08951 -0.33499 -0.72066 -0.07134 0.35952 -0.37311 -0.86796 0.79025 -0.11169 0.21195 0.01910 -0.07548 0.26157 0.51767 1
0.30355 0.44035 0.60641 1.30120 -0.55118 0.64134 -0.65414 -0.27422 -0.68417 0.24549 1.02805 -0.16891 0.58944 0.54455 0.77888 0.04577 1.76966 -0.72606 1.13502 0.78658 1
0.17774 -0.29404 -0.27185 -1.18273 0.01266 -1.07475 0.10660 -0.15133 1.08678 -0.33155 0.32853 0.01866 -0.64710 -1.19286 1.21586 0.39915 -0.42743 0.65871 0.11542 -0.77633 1
0.39169 -0.15263 -3.20479 -4.27255 -0.14441 -0.14333 -0.01054 -0.58078 0.17655 -0.38278 -0.47384 -0.44162 -1.41548 -2.33318 -0.69744 0.49243 -0.88937 0.02969 2.83164 5.00553 0
0.93734 -0.25535 -0.07157 0.92479 0.67653 -0.52608 0.43234 -0.19860 -1.13375 -0.32683 0.98981 -0.39373 0.90222 -0.07811 0.75364 0.47732 0.34427 -0.04608 0.42198 -0.13202 1
-0.42241 0.43301 -0.61732 1.18311 -0.47869 -1.36362 0.48433 0.58062 0.18306 -0.36458 1.11178 0.44302 -0.73571 0.12047 -0.81897 3.64727 -1.47066 -0.30605 -1.15160 1.52590 0
-0.12032 -0.38808 -0.38398 1.03080 0.00998 -0.21604 -0.64295 0.36793 -0.02870 1.23171 1.34847 0.93123 -0.24638 0.56475 0.30072 -0.20515 1.08714 -0.16823 -0.64656 0.29054 1
1.38677 -0.13862 -0.65102 0.87312 0.48455 0.66381 0.38364 -0.12702 -0.11144 0.06550 1.29573 -0.00994 -0.40376 -0.07273 -0.13826 1.06979 1.03015 -1.04612 0.56133 -1.07017 1
-1.61260 -0.55217 -0.30685 -0.48693 -0.73511 0.01664 0.36456 0.15523 0.30621 1.42990 -0.14682 0.46563 0.42942 0.66303 0.60223 0.70393 -0.31613 0.56465 -0.14695 0.78523 1
2.70615 -0.27869 -1.18446 -0.18969 0.17510 -0.00980 -0.20599 0.51445 -1.52143 -1.21800 -1.96254 -2.99310 0.29254 -0.38036 0.70118 -0.11450 0.76196 -3.82742 -2.02030 -0.71769 0
0.18918 -0.19465 -0.08453 -0.20513 -0.36324 -0.76405 0.37311 -0.13985 -0.40921 0.45244 -0.91821 -0.48685 -0.94929 0.35338 -0.39195 -0.15326 0.06804 0.53918 0.36489 0.06679 1
1.63235 -0.88901 -0.06703 1.93863 -0.71765 -0.35024 -0.04081 1.36187 0.01561 0.13763 0.46633 1.10616 -0.61999 -1.20969 -0.26112 -1.31653 -0.33356 -1.20027 0.34246 -0.51753 0
1.38677 1.18807 -0.28028 0.03642 1.25380 -0.71249 0.21386 0.08568 0.19805 1.88358 0.04833 -2.33860 0.07962 -0.94514 -0.06454 -0.14143 -1.14817 0.23544 -2.96921 -0.14416 0
-0.48632 0.77052 -0.16879 -0.12662 0.58457 -0.12416 0.81008 0.00938 0.06317 0.79489 0.32194 0.48559 1.87161 -0.94985 1.03988 0.33938 0.35366 1.40270 -0.39370 0.78388 1
0.12190 1.20208 -0.79297 0.70739 -0.29410 0.74512 1.25559 -0.50313 0.29383 0.67355 -0.10067 0.14903 -1.00947 -0.25717 0.44749 0.40638 0.25979 0.32558 1.40964 -0.17448 1
-0.45470 -0.15930 1.06337 0.39539 0.25633 1.72347 0.49683 -0.16416 -0.61119 -0.27762 0.42281 -0.39572 -1.00285 -0.95523 -0.19670 0.04708 0.40662 0.12571 -0.16666 -0.30793 1
1.67272 -0.25268 -1.27585 0.11090 0.89602 -0.11094 0.89957 -0.75836 -1.22497 -1.96559 0.18612 0.10047 -0.03544 0.97335 -0.78776 0.92529 1.23732 2.96383 -0.23464 -0.30591 0
-1.49890 2.05853 1.00179 -0.14944 0.25431 2.52797 0.76467 -1.12299 -3.98043 -1.33260 -0.16726 0.80618 -0.34491 1.82422 1.04585 0.87668 1.76564 0.65741 1.04122 2.88190 0
-0.39549 -0.91703 -0.11759 1.32938 0.34359 0.22289 -0.10662 -0.21818 1.22100 0.24144 -1.69025 1.39284 0.13384 -0.17505 0.76759 0.98637 -0.18472 -0.52814 -0.13268 0.91126 1
0.02367 -0.94638 -1.63753 -0.37019 0.15027 0.06292 -0.93316 -0.85087 0.05601 -1.04948 0.17689 -0.35582 -0.53535 -1.53549 -0.18143 1.98084 -1.27623 0.16882 -0.09121 -0.02487 0
0.02837 -0.15997 0.45280 -0.43728 0.62014 -0.04748 0.83179 -0.35728 0.81247 0.47401 1.09398 -0.82075 0.78121 -0.50220 0.07359 0.14364 -0.10494 -0.08985 0.81011 0.37344 1
0.73617 0.54440 0.04445 -0.15883 0.18450 -0.11887 0.76730 -0.18104 -0.18181 -0.27627 0.63511 0.55875 -0.48641 0.50686 0.04636 0.74137 0.20012 -0.63461 0.82982 -0.46159 1
0.38294 -0.20932 -0.14351 -0.02732 -0.28940 -1.62606 -1.81893 0.23355 -1.98730 1.41844 -0.01958 1.48396 -0.19083 0.29347 0.96018 -0.60451 -0.25043 -0.94814 -0.89670 0.83173 0
0.80816 0.13352 -0.56936 -0.21318 0.99604 -0.83809 0.36917 1.13499 -0.03456 -0.39896 0.89026 -0.13698 -0.00635 1.29445 0.70649 -0.88039 1.76094 -0.07156 -0.18910 0.68683 1
0.45090 0.07082 -0.71714 1.34750 0.77587 0.19645 0.40273 0.06204 1.26661 -0.09157 -0.13364 0.51618 -0.04007 -0.05052 -0.74791 -0.13684 -0.51190 0.20932 1.12959 1.06357 1
-0.90212 -0.34540 -0.80399 0.52489 1.81697 -1.84090 0.23229 -2.86577 0.65936 -1.62517 -0.21935 -1.29499 -2.60705 2.17358 0.34721 1.94340 -0.04191 -0.27143 0.97529 0.68279 0
-0.36253 0.33296 0.02631 -0.00451 -0.47936 -0.82818 0.29415 -0.01088 -0.11014 -0.01741 0.44325 -0.58462 0.70582 -0.62270 -1.04411 -0.32075 1.05831 0.64565 -0.43040 0.92137 1
-0.09811 0.36764 1.34726 1.11199 1.32025 0.14291 0.83574 0.30851 -0.09190 0.99577 -0.59251 0.17497 0.33354 0.92556 0.07293 -0.19792 0.19878 -0.11075 1.10852 0.66998 1
0.94339 -0.12128 -1.02048 1.45821 -0.19140 0.47475 0.24874 0.88921 0.07881 0.21515 0.66082 0.26676 1.01397 0.31837 -0.04993 0.21786 0.73850 -0.32826 -0.27542 -1.03378 1
1.98625 -0.26335 0.13131 0.77315 0.18383 -0.18894 -0.52121 -0.76309 1.25684 -0.36188 -2.00671 1.03366 2.15728 0.47791 0.20974 0.94434 -1.34327 0.18776 0.22486 -1.80882 0
-1.68123 -0.20799 -1.30437 -3.13123 -2.79315 -0.38131 -0.51792 0.74673 0.25539 -1.25171 -0.27671 -0.23742 -0.30788 -0.12120 0.49198 -1.49980 2.07472 -0.04151 -2.02574 -2.46391 0
0.72608 -0.14996 0.71401 -0.16889 1.48806 -0.08185 0.43234 -0.33837 -0.10754 -0.15898 0.89883 -0.61722 0.48827 -0.08552 -0.16283 -0.11450 0.08681 0.38372 0.00395 1.38033 1
0.90572 -0.10860 -1.70299 2.36805 0.25364 -1.92948 -0.72718 -1.85764 0.01626 1.18655 1.07156 -0.54472 -1.74742 0.23557 -0.92656 -1.06562 1.30302 0.99119 -0.66287 1.00965 0
-0.69893 -1.06110 1.55143 1.69372 0.10932 0.69752 1.47802 2.03643 -1.07185 0.50839 -1.76277 2.68787 -2.34057 0.72630 -2.24947 -0.15654 -1.32785 0.06039 -0.97419 -0.23716 0
-2.10645 0.20423 -2.40949 0.92546 0.18316 -0.37271 -0.18164 -0.35390 -0.71610 -0.16841 -0.74020 -0.20084 0.76137 0.24567 -2.09672 -0.12501 -2.19475 -1.35900 0.20651 0.21237 0
0.37487 1.25344 0.75095 0.40546 -0.22429 -0.29669 -0.38104 -0.70907 -0.09450 0.46795 -0.11320 0.90995 -0.93805 -0.46047 0.11278 0.16137 0.12503 0.28770 0.28128 1.51579 1
-1.40471 -2.02828 0.25316 -1.43233 -0.88949 0.07283 -0.98317 0.88515 -0.81970 -0.02820 -0.84568 -0.35981 -3.78673 -2.93498 1.26700 -1.11817 1.78106 0.34649 1.58229 1.84940 0
0.35603 0.06415 -0.05860 0.12633 -0.19878 -0.25372 -0.32642 -0.06828 -0.17334 0.66276 -0.09210 0.15967 1.37634 -0.81589 -0.08579 0.70787 -0.21556 0.64957 -0.06810 0.93956 1
1.69290 -0.08192 -0.13249 2.72769 -0.13166 1.89931 0.58633 -0.30866 -0.11861 2.80306 -0.32813 1.55979 -0.27481 -1.58194 -2.05090 0.34529 1.02076 -2.16831 0.49879 1.09322 0
0.41793 1.59162 0.48132 -0.88750 0.35500 -0.19423 -0.13163 -0.24924 -0.71935 -0.29380 -0.26682 -0.63584 -0.16108 0.88988 -0.64564 0.25727 1.47868 -0.13426 0.28468 0.57226 1
0.94474 -0.68757 0.81123 0.09144 1.23702 -0.23323 0.35074 0.58670 -0.10428 -0.59445 -0.59647 -0.75091 -0.24638 -0.42883 -0.07583 1.59790 0.91349 -0.11075 -0.19182 -0.22436 1
0.99116 -0.46212 0.67188 -0.01457 0.29593 0.15679 -0.40275 0.61709 0.66392 -0.04168 -0.14155 -0.11570 0.67739 -0.81455 0.41893 -0.08626 0.23230 0.73252 1.15950 -0.15090 1
3.16904 1.64498 -0.43454 -0.68353 0.07509 -3.13656 -0.30207 -0.84142 -0.01827 -2.18333 0.65225 -1.76126 2.14736 1.67141 -0.09310 -0.95198 -0.43413 -1.41648 -2.36764 -0.09024 0
1.29124 2.66218 0.46576 -0.82175 0.21337 -0.25901 -0.64295 -0.24991 0.78511 -0.08820 -0.12177 -0.30460 -2.80543 0.60850 -0.67021 -0.13092 0.44014 -0.11467 -0.36039 -1.96855 0
0.43071 1.03199 0.05547 -0.00920 -1.26069 -0.17836 1.11411 -0.34242 1.14412 -0.09157 1.05838 -0.49283 -0.08305 0.26250 0.55375 -1.29552 -0.58364 -0.99909 -0.15375 0.04118 1
-0.64376 -1.14181 0.12742 -0.99889 -0.13098 0.20174 -1.30168 -2.12571 0.13420 0.86095 -0.15803 -1.31295 -1.13510 0.17836 0.24825 -1.71393 2.60572 0.40854 0.03386 -0.46968 0
0.18178 0.13352 0.88188 1.20660 -0.02963 -0.00385 -0.13163 -0.07773 0.25995 -0.09966 1.14409 0.00070 -0.16703 0.94643 -0.04528 1.46193 -0.45760 -0.16039 0.71019 0.96989 1
-0.79380 -0.46479 -0.46176 1.70915 1.31690 0.53623 -0.69560 -0.36673 -0.85488 -1.61505 -0.75470 0.26543 1.77176 -0.98687 -0.40324 0.97521 -0.38049 0.66002 -0.15715 0.62483 1
1.65455 -0.16997 0.19353 0.03642 0.20330 -0.43882 0.15332 -0.03721 -0.19810 0.30279 -0.07430 0.22286 0.40892 -0.98687 -0.42914 -0.43701 -1.12068 -0.54904 -0.14219 1.02313 1
0.59219 -0.11394 0.72438 -0.15883 0.66914 -0.08714 -0.06911 0.92432 -0.10167 0.23807 0.80323 0.32595 0.80634 0.17163 -0.39128 -0.21500 0.72375 0.52546 0.28400 -0.99603 1
-0.46614 0.56508 -0.32500 -0.30577 0.65975 -0.16911 -1.38197 0.37805 0.58377 0.52794 -0.16397 0.00735 1.08274 1.09923 0.31068 0.42346 1.13608 -0.34590 -0.80901 1.41807 1
-1.12549 0.50038 -0.09101 0.42357 0.71680 -0.19820 -1.83406 0.43883 0.41306 1.59101 -0.28000 0.37451 0.04391 -0.19996 0.00253 -0.14406 -0.86792 0.90301 -0.66695 2.54695 0
-0.00661 1.00398 0.20520 0.42492 -0.13166 0.84428 0.14740 -0.06152 1.84846 -0.52300 1.27067 -0.44694 -0.14918 -0.04984 -0.20201 0.29734 0.87125 -0.06176 -0.07218 -0.30523 1
0.53971 -1.06177 -0.27055 0.34775 -0.22026 0.01598 -0.85288 -0.39171 0.25864 0.25965 0.03382 -0.16026 0.25749 0.51493 0.54445 0.81297 -0.21288 0.66916 0.41111 -0.65097 1
-0.17683 0.07883 0.69975 -0.30376 -0.10816 0.25661 -0.05068 0.48744 0.13420 -0.51154 0.44655 -0.05251 0.53853 0.50484 0.40233 0.45433 1.22257 -0.12708 -0.40321 0.26022 1
0.65274 -1.06244 0.28752 -0.60771 -2.42061 -2.23819 -0.64032 1.79064 -0.56754 -1.40878 -3.43476 -1.19057 1.57934 0.84680 2.90005 1.55586 0.33086 1.47324 -2.14401 0.80612 0
-0.22460 1.55827 -0.23944 0.36319 -0.03634 0.10589 0.53698 -0.15741 0.65284 -0.06932 1.28056 -0.94579 -0.80712 0.45166 -0.84222 -0.11976 0.40126 0.48366 0.00463 0.27033 1
0.18985 -0.17130 0.13325 -0.15950 0.14893 -0.15655 0.60607 -0.58753 -0.09385 -0.07943 0.61730 0.69777 0.64962 0.48060 0.69852 0.24676 -0.06873 -0.25641 -0.23940 -0.04306 1
-0.14521 0.66113 -0.85844 -0.15011 -1.14927 0.25594 0.31455 -0.26544 -0.10167 1.14206 0.38919 0.00868 0.38379 0.32847 0.04836 0.00307 2.09014 -0.11728 -0.64520 -0.66580 1
0.41995 -0.62287 -1.26419 1.42600 -1.51442 -0.82223 0.76993 -0.03924 0.94409 0.31020 -0.17715 -0.19552 -0.03742 1.38869 -0.35343 0.50228 -0.12840 -0.04870 1.12143 -0.53438 1
0.03981 -1.51467 -0.03721 0.62554 0.32614 0.64662 -0.16848 -0.08448 -1.11029 -0.48457 0.01734 0.08983 0.86056 -0.96062 -0.22061 1.00345 -1.13811 -0.03563 -0.42224 0.80342 1
-0.64107 1.82707 1.40819 1.03751 -1.19424 1.16555 0.63569 -0.63817 -0.07170 -0.15156 -0.52790 0.31465 -0.11016 0.87709 -1.11583 -0.12041 -1.78711 1.39486 -2.05836 -0.70219 0
0.50607 2.84761 -1.70559 -0.11589 -1.24727 -1.60821 -1.28326 -1.59363 -0.18507 0.48143 -0.15671 0.63325 -0.98103 -0.70146 -2.34377 -1.16415 -2.39254 -1.25580 0.11542 1.56499 0
0.73281 0.19489 0.42687 -0.72513 0.13684 -0.19423 -0.09412 0.83384 1.76702 0.27919 2.28929 -0.12967 0.70582 0.30356 0.28677 -0.17033 0.37109 0.24655 0.99772 -0.13742 1
-1.04879 -0.83565 0.99207 -1.65442 1.28602 0.79338 -0.13952 0.71702 -0.36555 -0.10437 -0.51274 -1.54243 -0.01759 0.00603 -1.96722 1.54798 0.30069 -1.37860 2.52032 -2.10604 0
-0.36522 -0.99173 0.51113 -0.71037 0.35500 0.53953 0.16056 -0.34107 0.93041 -0.11246 0.78938 -1.75993 -0.26886 0.91748 1.39916 -0.11319 0.63793 0.45492 0.02570 0.44016 1
-0.05842 0.39366 -0.70742 0.34373 0.56107 -0.31388 -0.55082 0.75146 0.23454 -0.76837 0.40567 -0.14098 0.66152 -0.02157 -0.95445 -0.20646 0.61111 0.07802 -1.11693 0.57428 1
-0.06515 0.78653 -0.05990 -0.08636 -0.51762 -0.39651 -0.07240 1.98038 0.13615 0.48345 -0.09804 0.46630 -0.15909 1.82354 -0.13959 -0.18676 -0.14248 -0.14080 -0.47458 0.89508 1
1.07796 -0.15330 -0.26990 -0.72110 -0.81834 -0.22662 -0.30141 0.20384 1.13695 0.97083 -0.07496 -1.07616 0.47769 0.62197 -0.76983 -0.57824 0.60105 -0.05065 -0.74512 0.48734 1
0.41322 -0.22333 -0.12601 0.28468 -0.14978 0.24603 -1.12203 -0.65168 0.28340 -0.69287 0.45248 0.42439 -1.12386 0.95518 -0.44375 0.87471 0.50719 -0.01016 0.74826 0.29122 1
-0.04227 -0.28136 -0.29000 -1.39275 -0.82371 -2.20514 1.78468 -1.08720 -2.06027 1.30991 -1.75288 2.06064 -1.31497 0.42540 -1.23205 -0.62093 -0.46296 0.73122 -0.66831 1.91006 0
0.24031 -0.20866 0.22788 -0.02329 0.59195 -0.23588 0.98315 0.77374 0.12768 0.07494 -0.10990 0.57272 0.60267 0.07334 -0.63701 -0.09020 -0.90680 -0.27535 0.07260 0.38894 1
0.27597 0.04347 0.45539 -0.04074 -0.07326 0.09134 -0.14940 0.14983 -1.31684 0.57985 0.67928 -0.93050 -0.18290 -0.79502 0.98940 -0.14275 -1.75359 0.77368 1.22951 0.91193 1
-0.95931 0.87924 -0.97446 -1.81680 2.43184 -0.69663 1.55107 -0.99740 -0.12057 0.77534 -1.90518 -1.35419 -2.32933 0.14874 2.14961 1.83305 0.14984 -1.74112 -1.56760 2.07450 0
0.10171 -0.23934 -0.14416 0.11828 0.73761 1.25082 -0.20204 -1.33366 -0.69720 0.83668 0.30546 -0.02325 1.07811 -1.44866 -1.00492 0.99951 0.23566 -0.70842 0.19359 -0.63412 1
0.03712 0.16020 -0.47084 1.01940 -0.04976 -0.67613 -0.22705 0.83991 0.12116 -1.04408 -0.74547 -0.14896 0.25154 0.91411 0.60953 0.16400 -0.38251 0.95722 -0.20405 1.61419 1
2.06497 -0.22533 1.33560 0.03173 0.24089 1.06903 -0.47712 0.76294 -0.19745 -0.26009 -0.13891 1.42410 -0.03676 0.18240 -0.14490 0.79852 -0.41938 2.28712 1.09764 -0.53438 1
-1.70680 -1.53335 -0.83899 -2.26165 -0.07594 0.97913 -1.25627 3.55908 1.42820 0.09516 2.07238 0.08850 1.25599 -0.16832 1.20258 -0.19135 1.70530 -1.43608 -1.18151 2.13718 0
-0.05573 0.70916 -0.19342 -0.36683 0.36037 1.19529 0.08356 -0.38834 -0.06714 1.05712 -0.33011 -0.57598 -0.21993 -0.06061 1.59507 0.31311 -0.20014 0.23544 0.31595 -0.31399 1
0.10709 -1.61272 -1.13844 -2.32338 -1.97758 -1.30611 -0.30404 3.09317 -0.20722 2.73228 -0.17452 0.16100 1.14424 0.35001 -2.55230 0.96470 -0.78277 -2.26563 -0.29853 -0.53640 0
-0.37060 0.46369 -0.13185 -0.25075 -0.12696 1.23430 1.93143 -0.95486 1.37217 -0.54592 -0.20946 -0.59261 -0.28606 -0.13466 1.25106 0.16729 -0.49984 0.33800 -1.90542 -2.13906 0
0.42129 -0.59553 0.46835 0.55508 0.53489 0.40600 -0.12044 0.04044 0.73494 -0.60591 0.02723 1.12811 0.78980 -0.07273 0.62813 -0.10399 0.67883 1.14012 -0.35563 0.65246 1
0.03174 -0.13395 -0.12536 -0.09576 0.40601 1.87617 0.79231 -1.02035 -0.32907 -0.37132 0.11690 -0.35848 -0.36210 -0.02561 -0.12763 -0.11122 -0.16126 -0.10944 0.43762 0.30268 1
0.06538 0.18021 -0.37880 0.03240 0.31808 -0.58755 0.35864 -0.04802 0.60984 0.21785 -0.00442 0.17630 -0.24572 -0.13735 -0.60911 1.20970 -0.37781 0.46929 0.32410 -0.02621 1
-2.77454 1.42553 -0.37556 3.18865 -1.87757 -1.95592 3.76088 -0.31406 0.42805 -1.96694 1.62208 0.23549 0.59275 0.56071 1.63160 0.63168 -0.01040 -2.34728 -0.49158 -1.57564 0
0.21811 -0.11194 -0.66528 0.11224 -0.80827 -0.60606 -0.93119 0.78454 1.43602 1.04566 -0.37626 0.34258 0.66681 0.51224 0.11543 -0.95855 -0.24506 0.69790 -0.29378 -0.09631 1
1.23068 -2.09564 0.65567 -0.09576 -0.05446 -0.10895 -0.07240 -0.68071 0.66131 -0.12190 0.47226 1.09951 -0.00370 -0.22554 -1.36620 -1.32113 -0.20282 -0.16692 0.10183 -1.07489 0
-0.20845 1.35349 -0.37102 0.40076 0.82621 -1.47997 -0.58307 -0.90286 2.63229 -0.38278 0.16371 1.01437 0.05714 -1.57857 2.48498 -0.29514 -0.30071 -1.73720 -0.11025 -1.72862 0
-0.01603 0.71383 1.18004 1.33811 -0.06990 -0.07524 -1.87289 0.00870 -1.05165 2.47477 -0.05914 0.67914 -0.17100 1.21299 0.24825 -0.22682 2.62785 0.10938 -0.00285 2.39126 0
0.43677 -0.33139 0.24733 -0.67481 0.33218 -1.12697 0.23295 0.39156 0.50624 -0.01000 -0.11452 0.52217 0.98487 2.12377 -0.04993 0.76108 -0.52800 -0.39881 -0.11976 0.73064 1
0.63525 -0.28737 0.64336 -0.56007 -0.07057 0.32866 0.50078 0.52188 0.70301 0.19089 0.10041 0.19026 0.47174 -0.17976 -0.60048 0.05562 -0.79350 1.45692 0.66533 0.61741 1
-2.55386 2.27131 0.34974 1.02611 -1.79568 3.88973 0.32573 1.13026 0.05861 2.41343 -0.01760 0.40643 0.48695 -0.72502 -0.08314 -3.08149 2.78339 3.36163 0.18000 0.34918 0
-0.26026 2.11656 1.09902 -0.91032 -0.13501 0.96723 -1.44712 -0.88531 -1.47778 -3.37650 -0.97359 0.47960 1.34063 -0.04850 0.48601 2.08725 1.09384 -0.40011 2.00304 -2.12154 0
-1.01179 -2.45316 -0.09101 1.46425 -1.23049 -0.26298 -0.61663 0.05867 -0.76562 -1.31575 -0.37231 -1.51582 -0.83357 -0.57961 -1.66439 -0.18019 1.49813 1.16624 -1.98699 0.27504 0
